id_paciente,edad,genero,sucursal,tiempo_espera,trato_doctor,limpieza,precio,csat,nps
558,26,Femenino,Oeste,20,3,3,3,3,6
559,60,Masculino,Oeste,32,3,4,2,3,6
560,38,Femenino,Este,14,5,3,3,4,9
561,39,Masculino,Sur,27,5,4,2,4,9
562,48,Femenino,Centro,5,4,3,4,4,8
563,53,Masculino,Centro,23,3,5,3,5,10
564,67,Masculino,Centro,34,4,4,3,3,7
565,63,Masculino,Sur,21,5,4,2,4,8
566,40,Masculino,Sur,45,5,4,4,4,7
567,54,Masculino,Este,5,3,5,3,4,8
568,67,Femenino,Sur,21,5,5,5,5,9
569,36,Femenino,Sur,28,2,5,2,3,6
570,59,Masculino,Este,11,3,3,2,3,5
571,30,Masculino,Oeste,18,5,3,3,5,10
572,26,Femenino,Oeste,18,3,4,4,4,9
573,55,Femenino,Centro,18,4,3,4,4,7
574,60,Femenino,Centro,21,3,3,4,4,7
575,24,Masculino,Sur,17,4,2,2,3,7
576,48,Femenino,Centro,14,3,3,3,3,5
577,53,Femenino,Este,5,2,4,3,2,5
578,48,Femenino,Sur,19,3,5,3,4,8
579,36,Femenino,Norte,26,2,5,3,4,9
580,54,Femenino,Oeste,72,2,5,3,3,7
581,64,Femenino,Centro,24,4,4,3,3,6
582,29,Femenino,Este,34,4,3,3,4,8
583,29,Masculino,Norte,18,4,3,4,4,7
584,37,Femenino,Sur,47,4,5,3,4,8
585,47,Masculino,Centro,16,5,4,3,5,10
586,35,Femenino,Norte,28,4,4,5,5,10
587,28,Masculino,Sur,35,4,3,4,4,9
588,29,Femenino,Sur,42,3,4,1,3,6
589,54,Femenino,Centro,36,4,5,3,4,9
590,58,Masculino,Este,11,4,2,3,3,7
591,38,Femenino,Este,39,5,4,5,4,9
592,24,Femenino,Centro,45,5,4,4,4,8
593,38,Femenino,Norte,15,3,4,2,4,8
594,42,Femenino,Este,21,4,4,1,4,8
595,39,Masculino,Oeste,5,4,3,5,5,9
596,34,Masculino,Centro,26,5,3,4,4,7
597,60,Femenino,Este,28,5,5,3,4,8
598,28,Masculino,Oeste,13,4,4,2,5,10
599,62,Femenino,Sur,43,5,4,3,4,8
600,57,Femenino,Centro,25,4,3,3,4,7
601,48,Femenino,Este,5,3,4,5,4,9
602,56,Masculino,Este,8,4,3,4,4,9
603,53,Masculino,Oeste,23,5,3,2,4,9
604,70,Femenino,Centro,37,2,2,3,2,2
605,51,Masculino,Oeste,39,4,4,4,3,7
606,41,Femenino,Oeste,20,4,4,2,4,7
607,21,Femenino,Oeste,5,3,4,2,4,9
608,27,Femenino,Sur,30,4,4,2,4,9
609,46,Femenino,Centro,32,4,4,3,4,9
610,55,Masculino,Norte,5,5,4,3,5,10
611,69,Femenino,Este,8,3,4,2,5,9
612,50,Masculino,Este,14,3,4,2,3,7
613,21,Masculino,Sur,28,4,4,2,3,7
614,19,Masculino,Sur,28,5,4,3,5,9
615,65,Femenino,Oeste,9,5,4,5,5,9
616,20,Masculino,Sur,46,5,4,3,4,9
617,22,Femenino,Norte,39,4,2,2,3,6
618,20,Masculino,Este,28,4,5,1,4,7
619,67,Femenino,Este,5,5,4,3,4,8
620,42,Masculino,Este,40,5,4,3,4,8
621,23,Femenino,Sur,16,5,5,4,5,9
622,29,Masculino,Oeste,29,3,4,3,2,3
623,64,Femenino,Norte,11,4,4,2,4,7
624,37,Masculino,Oeste,28,4,3,4,5,10
625,52,Masculino,Centro,19,3,4,3,4,7
626,47,Masculino,Centro,33,2,5,3,3,6
627,30,Femenino,Norte,23,4,3,4,4,9
628,44,Femenino,Centro,30,5,3,3,4,7
629,22,Femenino,Oeste,35,2,4,2,3,5
630,46,Femenino,Centro,30,3,3,3,3,7
631,20,Masculino,Este,35,4,2,3,3,5
632,52,Femenino,Norte,5,3,4,4,4,7
633,50,Masculino,Centro,17,4,4,2,3,7
634,54,Masculino,Oeste,5,4,4,3,4,9
635,67,Masculino,Centro,13,5,3,4,4,8
636,27,Femenino,Este,15,3,4,4,4,8
637,35,Femenino,Oeste,36,5,3,3,3,7
638,65,Femenino,Este,40,3,5,4,5,10
639,21,Masculino,Este,20,5,5,2,4,9
640,38,Masculino,Este,5,5,2,3,4,7
641,37,Masculino,Centro,27,4,4,4,4,9
642,48,Femenino,Centro,16,3,5,4,4,8
643,63,Femenino,Este,39,3,5,5,4,7
644,53,Masculino,Este,46,2,4,2,3,7
645,51,Femenino,Este,12,5,5,4,5,9
646,34,Femenino,Sur,13,3,5,4,4,9
647,23,Masculino,Sur,19,2,3,5,3,5
648,52,Femenino,Norte,27,5,3,3,5,10
649,42,Femenino,Norte,25,5,3,4,4,7
650,69,Femenino,Este,34,4,3,3,3,5
651,39,Masculino,Norte,32,4,5,4,4,7
652,30,Femenino,Este,26,3,3,4,4,7
653,62,Femenino,Este,22,4,3,4,4,7
654,53,Masculino,Sur,48,3,4,3,3,6
655,47,Masculino,Sur,22,3,5,4,4,8
656,41,Masculino,Este,41,5,4,3,4,7
657,69,Masculino,Sur,14,4,2,4,3,5
658,41,Masculino,Este,43,4,4,2,3,5
659,54,Femenino,Centro,42,2,5,3,2,2
660,34,Masculino,Sur,12,5,3,2,5,9
661,30,Masculino,Centro,29,3,4,2,4,8
662,54,Femenino,Este,37,5,4,5,4,9
663,59,Masculino,Sur,10,4,5,2,4,8
664,64,Masculino,Este,29,4,3,4,5,9
665,64,Masculino,Centro,27,3,3,3,4,7
666,64,Masculino,Centro,30,4,4,2,4,9
667,59,Femenino,Oeste,35,2,5,4,4,7
668,22,Femenino,Norte,8,3,4,4,5,10
669,26,Femenino,Norte,33,4,3,4,3,7
670,27,Femenino,Centro,44,4,5,4,4,9
671,47,Masculino,Norte,18,4,4,3,4,9
672,58,Masculino,Este,23,4,2,3,3,5
673,18,Masculino,Norte,11,2,3,2,3,5
674,51,Masculino,Oeste,48,3,4,3,3,6
675,19,Masculino,Centro,24,3,5,5,3,5
676,24,Femenino,Centro,12,4,3,4,4,7
677,57,Masculino,Sur,50,5,4,4,5,10
678,68,Masculino,Norte,18,3,4,4,4,8
679,43,Masculino,Oeste,6,3,4,3,5,9
680,62,Femenino,Sur,8,5,5,5,5,9
681,59,Femenino,Norte,30,5,4,3,5,10
682,42,Masculino,Oeste,5,5,4,3,5,10
683,21,Femenino,Centro,16,4,5,2,4,7
684,49,Masculino,Sur,23,5,4,2,4,9
685,24,Femenino,Centro,17,4,4,3,3,5
686,62,Masculino,Sur,37,4,5,3,5,9
687,22,Masculino,Oeste,30,5,4,3,5,9
688,29,Masculino,Norte,35,5,3,2,4,7
689,55,Femenino,Este,26,3,4,5,4,7
690,37,Femenino,Oeste,11,4,3,3,4,7
691,54,Masculino,Oeste,19,3,4,2,2,4
692,42,Femenino,Norte,49,5,4,3,3,7
693,65,Masculino,Norte,45,5,4,4,4,7
694,45,Femenino,Norte,8,4,4,3,4,8
695,56,Masculino,Sur,23,4,4,2,3,5
696,58,Masculino,Este,9,5,2,4,5,10
697,32,Masculino,Oeste,21,1,4,3,2,5
698,45,Femenino,Oeste,18,5,5,2,4,9
699,42,Femenino,Oeste,21,4,4,2,4,8
700,69,Femenino,Norte,48,5,4,3,4,7
701,35,Femenino,Este,39,3,4,3,3,7
702,68,Femenino,Este,8,4,4,4,4,8
703,41,Femenino,Norte,39,3,5,1,3,5
704,37,Masculino,Sur,30,3,4,4,2,4
705,24,Femenino,Norte,31,2,3,5,3,5
706,45,Masculino,Oeste,10,4,5,1,4,9
707,50,Masculino,Norte,42,5,4,2,5,9
708,23,Masculino,Oeste,44,5,3,3,4,7
709,56,Masculino,Este,28,5,5,2,5,9
710,36,Masculino,Este,28,5,5,2,4,7
711,64,Femenino,Oeste,18,2,4,5,3,7
712,28,Masculino,Centro,24,5,4,3,4,7
713,35,Masculino,Sur,27,3,2,4,3,6
714,27,Femenino,Centro,25,4,5,3,5,10
715,35,Masculino,Sur,21,5,4,3,4,8
716,68,Femenino,Sur,28,3,3,2,2,4
717,33,Masculino,Oeste,50,5,5,2,4,9
718,30,Masculino,Norte,9,3,3,4,3,5
719,37,Femenino,Este,37,5,5,2,5,10
720,57,Masculino,Sur,38,3,5,3,3,6
721,39,Masculino,Oeste,15,3,5,3,4,7
722,37,Masculino,Oeste,15,3,5,2,4,9
723,30,Masculino,Sur,25,4,4,3,4,7
724,43,Masculino,Sur,33,3,4,4,4,9
725,62,Masculino,Oeste,8,4,2,3,5,9
726,38,Masculino,Sur,13,3,5,1,3,6
727,41,Femenino,Oeste,32,3,4,4,4,7
728,55,Femenino,Oeste,28,4,4,3,4,7
729,64,Masculino,Centro,19,4,3,3,3,6
730,69,Masculino,Norte,11,4,4,4,4,8
731,61,Masculino,Centro,29,5,4,2,4,9
732,37,Femenino,Sur,29,4,2,3,4,9
733,27,Masculino,Este,20,3,4,3,4,7
734,46,Masculino,Oeste,9,5,4,3,5,10
735,52,Masculino,Oeste,37,5,3,4,4,7
736,68,Masculino,Oeste,25,4,4,4,4,9
737,58,Femenino,Norte,11,4,4,4,5,9
738,60,Masculino,Centro,14,5,4,4,5,9
739,54,Masculino,Sur,31,5,5,4,5,10
740,24,Femenino,Norte,21,3,4,4,4,8
741,32,Femenino,Este,37,5,3,2,4,8
742,43,Masculino,Oeste,28,3,5,3,4,9
743,50,Femenino,Sur,7,3,4,1,4,7
744,48,Femenino,Sur,23,5,5,3,5,10
745,23,Femenino,Centro,36,5,3,1,3,6
746,37,Masculino,Este,31,4,5,2,3,5
747,51,Masculino,Sur,35,3,2,3,3,6
748,24,Masculino,Este,23,4,4,3,3,6
749,22,Masculino,Norte,16,5,4,3,4,9
750,25,Femenino,Sur,22,2,4,4,3,7
751,24,Femenino,Centro,17,4,5,3,4,9
752,29,Femenino,Sur,5,4,5,3,5,10
753,47,Femenino,Este,28,4,3,4,4,9
754,29,Femenino,Este,25,3,5,4,4,8
755,19,Femenino,Este,37,4,3,2,2,5
756,42,Femenino,Centro,30,2,3,1,2,3
757,35,Femenino,Oeste,23,4,3,2,4,7
758,69,Femenino,Sur,18,4,3,3,4,8
759,30,Masculino,Norte,32,4,4,3,4,8
760,60,Masculino,Oeste,21,4,4,2,3,7
761,38,Masculino,Oeste,8,2,3,3,3,6
762,55,Femenino,Sur,31,4,2,4,4,8
763,47,Femenino,Sur,13,4,3,3,3,7
764,55,Femenino,Centro,5,4,4,3,4,8
765,25,Femenino,Sur,20,4,4,3,4,7
766,29,Masculino,Centro,39,3,4,4,4,9
767,42,Masculino,Oeste,22,3,5,2,3,5
768,54,Masculino,Este,20,5,4,2,4,7
769,49,Femenino,Oeste,17,3,5,2,5,9
770,49,Masculino,Centro,34,5,4,3,4,7
771,38,Masculino,Oeste,18,4,5,2,4,7
772,40,Femenino,Este,23,3,4,2,3,5
773,30,Masculino,Oeste,19,3,4,3,3,7
774,59,Masculino,Este,16,4,5,3,5,10
775,44,Masculino,Este,8,4,3,2,3,5
776,23,Femenino,Centro,39,5,4,1,4,8
777,20,Masculino,Centro,28,4,3,2,3,7
778,36,Femenino,Este,31,2,4,3,3,7
779,65,Masculino,Oeste,33,5,3,1,3,7
780,25,Femenino,Sur,37,5,5,3,5,10
781,52,Femenino,Este,18,4,5,2,5,9
782,45,Femenino,Centro,21,5,3,4,4,8
783,20,Masculino,Sur,8,4,5,2,4,8
784,70,Femenino,Este,23,4,4,4,4,7
785,67,Femenino,Centro,47,4,4,1,3,7
786,55,Masculino,Oeste,20,5,4,2,4,9
787,45,Femenino,Oeste,33,5,5,4,5,9
788,68,Femenino,Centro,29,5,3,3,4,7
789,54,Masculino,Oeste,29,5,4,1,4,8
790,56,Femenino,Sur,35,5,4,3,4,9
791,36,Masculino,Oeste,31,3,5,4,4,8
792,50,Femenino,Centro,17,4,4,4,4,8
793,21,Masculino,Centro,16,5,4,4,4,9
794,26,Femenino,Centro,29,4,2,5,4,9
795,38,Femenino,Este,20,3,4,3,4,8
796,27,Masculino,Este,27,5,5,4,4,8
797,46,Femenino,Norte,41,5,5,2,4,8
798,50,Masculino,Sur,5,5,4,5,5,10
799,49,Masculino,Oeste,5,4,2,4,3,5
800,67,Femenino,Este,25,2,4,5,4,9
801,60,Masculino,Norte,14,4,4,3,3,7
802,43,Femenino,Este,32,1,3,3,2,3
803,49,Masculino,Sur,25,3,3,3,3,6
804,39,Femenino,Oeste,18,4,5,2,4,8
805,68,Masculino,Norte,51,3,3,4,2,2
806,24,Masculino,Norte,21,3,4,5,4,7
807,28,Masculino,Este,35,3,3,1,2,2
808,45,Femenino,Centro,36,5,4,3,4,9
809,37,Femenino,Sur,27,5,3,3,5,9
810,59,Masculino,Sur,20,5,5,3,5,9
811,41,Femenino,Norte,16,4,4,3,4,8
812,58,Masculino,Centro,27,5,4,4,4,8
813,59,Femenino,Norte,33,4,3,3,3,5
814,31,Masculino,Norte,17,4,4,2,4,7
815,55,Femenino,Oeste,31,3,3,3,3,7
816,46,Femenino,Norte,26,4,2,3,3,7
817,39,Femenino,Este,32,3,5,1,4,9
818,26,Masculino,Norte,22,5,4,4,4,7
819,42,Femenino,Norte,11,5,4,3,5,9
820,38,Masculino,Sur,12,5,4,3,5,9
821,42,Femenino,Centro,6,3,5,4,4,7
822,51,Femenino,Oeste,27,4,5,3,4,9
823,28,Masculino,Sur,38,3,5,1,4,9
824,31,Femenino,Este,20,4,2,3,3,7
825,61,Masculino,Centro,17,4,5,3,5,9
826,24,Femenino,Norte,11,3,5,2,5,10
827,40,Masculino,Sur,22,4,5,4,4,7
828,33,Masculino,Norte,20,4,4,4,4,7
829,53,Masculino,Norte,32,5,4,3,4,9
830,37,Femenino,Oeste,5,4,4,2,4,9
831,50,Femenino,Este,24,5,4,2,5,10
832,59,Femenino,Centro,22,5,4,2,4,8
833,42,Femenino,Centro,25,4,4,1,3,6
834,58,Femenino,Oeste,34,4,4,4,4,7
835,41,Masculino,Centro,6,4,4,2,4,8
836,54,Masculino,Sur,30,4,4,5,4,9
837,61,Femenino,Este,28,3,3,2,3,5
838,19,Femenino,Norte,29,5,3,3,4,8
839,31,Femenino,Norte,29,4,5,1,3,6
840,50,Masculino,Oeste,19,5,3,1,4,8
841,45,Masculino,Norte,27,3,3,2,3,7
842,52,Femenino,Sur,17,4,2,2,3,5
843,37,Femenino,Oeste,21,3,5,1,4,7
844,69,Femenino,Oeste,31,5,4,3,3,6
845,43,Femenino,Sur,5,5,4,4,4,9
846,45,Femenino,Norte,31,5,4,3,4,7
847,23,Masculino,Norte,6,5,4,4,4,8
848,57,Femenino,Sur,10,5,4,4,5,9
849,25,Femenino,Centro,5,5,4,4,5,9
850,28,Masculino,Sur,6,4,5,3,5,10
851,28,Masculino,Centro,37,4,4,2,4,9
852,67,Masculino,Norte,37,3,5,3,3,5
853,39,Masculino,Sur,36,4,5,3,4,9
854,22,Masculino,Oeste,30,4,2,2,4,9
855,22,Masculino,Este,23,3,3,2,2,4
856,21,Masculino,Oeste,23,3,3,3,3,5
857,41,Femenino,Sur,50,2,5,4,3,5
858,54,Femenino,Centro,27,4,4,5,5,9
859,20,Femenino,Centro,31,4,3,3,4,7
860,48,Masculino,Este,6,3,4,2,3,5
861,29,Femenino,Oeste,19,3,3,4,3,7
862,65,Masculino,Centro,5,3,5,3,4,8
863,33,Masculino,Sur,25,2,4,3,3,6
864,70,Femenino,Oeste,37,3,5,3,3,6
865,25,Femenino,Centro,24,4,5,2,4,7
866,69,Femenino,Este,37,3,5,5,4,7
867,47,Masculino,Sur,33,3,5,3,4,8
868,23,Masculino,Norte,17,2,4,1,3,6
869,30,Masculino,Oeste,36,4,5,4,4,8
870,65,Femenino,Este,25,4,3,2,3,6
871,55,Masculino,Centro,5,4,4,1,4,9
872,52,Femenino,Centro,33,4,4,4,4,7
873,44,Femenino,Centro,28,3,4,4,3,7
874,40,Femenino,Sur,50,3,4,2,3,5
875,66,Masculino,Sur,5,3,3,3,4,7
876,31,Femenino,Este,32,2,5,3,3,6
877,21,Femenino,Sur,26,4,3,3,3,5
878,20,Femenino,Oeste,20,3,3,3,4,8
879,62,Masculino,Este,31,5,4,2,5,9
880,55,Femenino,Oeste,8,3,3,4,4,7
881,58,Masculino,Norte,30,5,3,3,4,9
882,54,Femenino,Este,35,4,4,4,4,9
883,26,Femenino,Sur,16,4,3,1,4,8
884,38,Masculino,Sur,32,4,2,3,2,4
885,46,Masculino,Centro,41,3,5,4,3,5
886,30,Femenino,Oeste,11,4,3,3,4,7
887,27,Femenino,Centro,5,2,4,2,3,6
888,47,Masculino,Este,33,5,4,3,4,7
889,52,Masculino,Centro,8,4,4,4,3,6
890,37,Masculino,Sur,15,3,4,3,4,7
891,23,Femenino,Sur,19,4,5,3,5,9
892,31,Masculino,Centro,28,3,3,1,3,5
893,63,Femenino,Sur,39,5,5,4,4,8
894,50,Femenino,Sur,11,5,4,3,5,10
895,70,Femenino,Norte,28,5,5,4,5,10
896,46,Femenino,Norte,31,4,5,2,5,10
897,24,Femenino,Norte,10,4,3,4,4,7
898,21,Femenino,Centro,5,4,4,4,5,9
899,70,Masculino,Sur,29,3,4,3,4,9
900,58,Femenino,Oeste,45,3,5,1,3,7
901,34,Femenino,Norte,13,3,3,3,3,5
902,30,Masculino,Centro,29,5,4,4,4,7
903,69,Masculino,Norte,10,5,4,2,4,7
904,47,Femenino,Centro,14,4,4,3,4,9
905,45,Masculino,Este,19,5,4,5,5,9
906,42,Masculino,Centro,38,3,5,3,3,6
907,31,Femenino,Sur,27,5,4,2,5,10
908,46,Femenino,Norte,17,4,4,3,4,9
909,57,Femenino,Sur,12,5,3,2,4,8
910,44,Masculino,Norte,32,4,4,3,4,7
911,35,Masculino,Centro,41,5,5,2,4,8
912,30,Femenino,Oeste,21,3,4,2,4,7
913,42,Masculino,Este,12,5,3,3,5,10
914,40,Masculino,Este,18,5,3,4,4,8
915,29,Femenino,Sur,17,4,5,2,4,9
916,32,Femenino,Sur,22,3,5,2,4,7
917,69,Masculino,Oeste,27,3,4,4,4,8
918,67,Femenino,Centro,39,5,5,3,4,7
919,33,Femenino,Sur,17,4,4,1,4,9
920,70,Femenino,Centro,26,4,5,3,5,10
921,40,Femenino,Centro,22,5,5,4,4,7
922,55,Masculino,Sur,21,4,4,4,4,9
923,19,Masculino,Oeste,25,2,5,2,3,7
924,27,Femenino,Este,21,5,2,3,4,9
925,37,Femenino,Este,19,5,3,4,5,9
926,23,Femenino,Centro,40,3,3,4,3,7
927,32,Femenino,Oeste,6,3,4,4,4,8
928,18,Masculino,Oeste,5,5,3,1,3,5
929,69,Femenino,Sur,34,4,4,4,4,9
930,29,Masculino,Norte,44,3,4,1,3,5
931,27,Femenino,Norte,22,5,4,4,5,10
932,22,Masculino,Este,50,4,3,3,3,7
933,24,Masculino,Sur,42,4,4,3,4,8
934,26,Femenino,Este,23,3,5,2,4,9
935,49,Masculino,Centro,32,2,4,2,3,7
936,53,Masculino,Centro,13,5,5,4,5,9
937,42,Masculino,Sur,22,3,5,2,3,5
938,29,Femenino,Oeste,32,3,3,2,3,6
939,67,Femenino,Centro,24,4,5,4,4,9
940,38,Femenino,Oeste,22,5,5,3,5,9
941,49,Femenino,Sur,13,3,5,4,4,9
942,22,Femenino,Sur,23,5,4,4,5,10
943,28,Femenino,Sur,17,5,4,3,5,10
944,18,Masculino,Centro,24,5,5,4,5,9
945,62,Femenino,Sur,37,5,4,3,4,8
946,68,Femenino,Norte,5,4,4,5,5,9
947,42,Masculino,Este,10,4,3,3,4,7
948,44,Masculino,Este,36,3,4,2,3,6
949,52,Masculino,Norte,31,4,4,3,5,10
950,68,Femenino,Centro,21,4,3,2,4,8
951,22,Femenino,Sur,38,4,4,3,3,5
952,38,Masculino,Norte,28,3,5,2,4,7
953,39,Femenino,Este,9,5,5,3,5,9
954,64,Femenino,Oeste,27,3,4,4,4,7
955,39,Masculino,Norte,25,3,5,3,3,6
956,59,Femenino,Oeste,34,4,5,2,2,5
957,28,Femenino,Norte,28,4,3,2,5,10
958,31,Femenino,Este,21,5,3,1,4,9
959,53,Masculino,Sur,21,4,4,3,4,8
960,33,Femenino,Norte,9,4,2,1,4,8
961,54,Masculino,Centro,31,4,3,2,3,5
962,41,Femenino,Este,5,3,5,4,4,7
963,36,Masculino,Centro,34,2,5,2,3,5
964,19,Femenino,Centro,22,5,3,4,4,9
965,36,Femenino,Este,23,4,3,3,4,7
966,37,Masculino,Este,27,4,5,4,4,8
967,60,Masculino,Norte,35,3,4,4,2,5
968,29,Masculino,Este,26,4,3,4,3,6
969,29,Masculino,Norte,15,4,5,3,5,10
970,46,Masculino,Sur,31,2,4,2,3,5
971,35,Femenino,Centro,5,5,4,3,5,9
972,23,Masculino,Oeste,53,5,5,3,4,8
973,66,Femenino,Oeste,19,3,3,2,3,5
974,42,Masculino,Oeste,5,4,4,3,4,9
975,48,Femenino,Este,61,5,3,3,3,6
976,23,Masculino,Norte,12,3,4,2,4,9
977,54,Femenino,Norte,36,5,3,3,4,8
978,29,Femenino,Centro,19,3,5,3,4,7
979,26,Femenino,Este,15,3,4,3,3,5
980,61,Masculino,Centro,24,2,3,4,3,7
981,27,Masculino,Sur,20,3,3,3,4,9
982,69,Femenino,Norte,36,4,3,3,3,6
983,53,Masculino,Oeste,18,5,5,3,4,8
984,35,Masculino,Norte,27,5,4,4,5,10
985,25,Masculino,Centro,44,4,4,4,4,7
986,54,Femenino,Norte,18,4,4,2,4,9
987,67,Femenino,Sur,38,2,5,4,3,7
988,40,Masculino,Sur,31,4,5,4,4,8
989,59,Masculino,Oeste,32,4,4,2,5,10
990,20,Femenino,Sur,37,3,3,3,3,6
991,27,Masculino,Norte,27,5,5,4,5,10
992,39,Femenino,Norte,8,4,5,3,5,10
993,35,Masculino,Norte,21,3,4,3,3,6
994,70,Masculino,Sur,22,3,5,3,5,10
995,49,Femenino,Centro,43,4,3,1,2,3
996,37,Masculino,Sur,8,5,4,3,4,8
997,64,Masculino,Oeste,10,5,4,3,5,9
998,30,Masculino,Centro,44,4,4,3,5,10
999,65,Masculino,Oeste,5,5,4,4,5,10
1000,70,Femenino,Oeste,24,5,5,4,4,7
