"","year","month","day","dep_delay","arr_delay","carrier","origin","dest","air_time","distance","hour"
"50090",2014,3,9,-2,-34,"B6","JFK","SJU",182,1598,20
"50091",2014,3,9,12,13,"B6","LGA","TPA",151,1010,16
"50092",2014,3,9,-3,-5,"B6","JFK","CLT",83,541,17
"50093",2014,3,9,-7,-8,"B6","JFK","RSW",167,1074,12
"50094",2014,3,9,6,-10,"B6","LGA","PBI",144,1035,16
"50095",2014,3,9,16,14,"B6","LGA","FLL",157,1076,15
"50096",2014,3,9,5,-9,"B6","JFK","MCO",133,944,22
"50097",2014,3,9,-7,4,"B6","JFK","RDU",71,427,17
"50098",2014,3,9,4,-8,"B6","JFK","AUS",213,1521,15
"50099",2014,3,9,-1,-21,"B6","JFK","FLL",146,1069,20
"50100",2014,3,9,-1,-9,"B6","JFK","PDX",349,2454,20
"50101",2014,3,9,-5,-9,"B6","LGA","FLL",149,1076,19
"50102",2014,3,9,4,9,"B6","JFK","CHS",103,636,8
"50103",2014,3,9,16,-6,"B6","EWR","SJU",197,1608,8
"50104",2014,3,9,5,-28,"B6","JFK","AUS",201,1521,20
"50105",2014,3,9,-6,-12,"B6","JFK","IAD",48,228,12
"50106",2014,3,9,-4,-8,"B6","JFK","BOS",36,187,12
"50107",2014,3,9,-7,-14,"B6","LGA","FLL",149,1076,21
"50108",2014,3,9,19,13,"B6","JFK","CHS",95,636,14
"50109",2014,3,9,3,-3,"B6","JFK","FLL",150,1069,13
"50110",2014,3,9,-3,-12,"B6","JFK","SJU",190,1598,5
"50111",2014,3,9,-6,-3,"B6","JFK","IAD",49,228,17
"50112",2014,3,9,23,8,"B6","JFK","SJU",186,1598,0
"50113",2014,3,9,-10,-16,"B6","EWR","RSW",169,1068,7
"50114",2014,3,9,-4,2,"B6","JFK","FLL",155,1069,16
"50115",2014,3,9,-3,-7,"B6","JFK","BTV",50,266,9
"50116",2014,3,9,-1,-16,"B6","LGA","RSW",158,1080,13
"50117",2014,3,9,-7,-17,"B6","JFK","JAX",125,828,21
"50118",2014,3,9,-1,17,"B6","JFK","MCO",148,944,8
"50119",2014,3,9,-2,0,"B6","JFK","FLL",161,1069,8
"50120",2014,3,9,-1,-18,"B6","LGA","TPA",152,1010,7
"50121",2014,3,9,16,18,"B6","JFK","RSW",156,1074,15
"50122",2014,3,9,-6,-5,"B6","JFK","BTV",48,266,16
"50123",2014,3,9,-3,-11,"B6","JFK","MCO",140,944,13
"50124",2014,3,9,83,72,"B6","JFK","FLL",149,1069,17
"50125",2014,3,9,-5,-9,"B6","JFK","SYR",45,209,22
"50126",2014,3,9,9,-4,"B6","JFK","FLL",147,1069,22
"50127",2014,3,9,-5,-5,"B6","JFK","BUF",65,301,22
"50128",2014,3,9,161,169,"B6","EWR","PBI",137,1023,23
"50129",2014,3,9,-4,-13,"B6","JFK","BUF",62,301,18
"50130",2014,3,9,-9,-28,"B6","EWR","BOS",36,200,8
"50131",2014,3,9,-4,18,"B6","JFK","BUF",64,301,16
"50132",2014,3,9,66,60,"B6","EWR","BOS",41,200,13
"50133",2014,3,9,6,8,"B6","JFK","BUF",61,301,13
"50134",2014,3,9,-8,-26,"B6","EWR","BOS",38,200,16
"50135",2014,3,9,-7,-2,"B6","JFK","BUF",63,301,10
"50136",2014,3,9,-8,-10,"B6","EWR","BOS",44,200,21
"50137",2014,3,9,-8,14,"B6","JFK","BUF",61,301,8
"50138",2014,3,9,13,3,"B6","JFK","FLL",157,1069,10
"50139",2014,3,9,-3,-18,"B6","JFK","SJU",193,1598,6
"50140",2014,3,9,-7,-14,"B6","EWR","FLL",165,1065,9
"50141",2014,3,9,-2,-36,"B6","JFK","SFO",329,2586,8
"50142",2014,3,9,6,-27,"B6","JFK","LAX",307,2475,6
"50143",2014,3,9,-8,-7,"B6","EWR","MCO",139,937,8
"50144",2014,3,9,-4,-3,"B6","JFK","PBI",155,1028,10
"50145",2014,3,9,1,-58,"B6","JFK","ABQ",232,1826,20
"50146",2014,3,9,-5,-38,"B6","JFK","SLC",268,1990,19
"50147",2014,3,9,34,35,"B6","JFK","MCO",139,944,15
"50148",2014,3,9,-1,-38,"B6","JFK","SAN",293,2446,16
"50149",2014,3,9,62,61,"B6","JFK","DEN",230,1626,22
"50150",2014,3,9,9,-6,"B6","JFK","ORD",125,740,20
"50151",2014,3,9,-2,-10,"B6","JFK","PWM",46,273,22
"50152",2014,3,9,6,3,"B6","JFK","SYR",49,209,9
"50153",2014,3,9,0,-12,"B6","JFK","BOS",36,187,13
"50154",2014,3,9,1,-13,"B6","EWR","MCO",136,937,11
"50155",2014,3,9,39,-17,"B6","JFK","PHX",259,2153,19
"50156",2014,3,9,-1,-19,"B6","JFK","PBI",146,1028,19
"50157",2014,3,9,17,-18,"B6","JFK","SMF",330,2521,19
"50158",2014,3,9,9,7,"B6","JFK","SRQ",161,1041,7
"50159",2014,3,9,-1,-16,"B6","JFK","OAK",333,2576,17
"50160",2014,3,9,14,-3,"B6","JFK","MCO",137,944,19
"50161",2014,3,9,-4,-23,"B6","JFK","SAN",295,2446,8
"50162",2014,3,9,5,-15,"B6","LGA","MCO",140,950,9
"50163",2014,3,9,14,8,"B6","JFK","FLL",155,1069,18
"50164",2014,3,9,0,3,"B6","JFK","PWM",54,273,9
"50165",2014,3,9,10,-48,"B6","JFK","LGB",290,2465,13
"50166",2014,3,9,-2,8,"B6","JFK","CLT",113,541,8
"50167",2014,3,9,12,2,"B6","JFK","TPA",147,1005,19
"50168",2014,3,9,-4,1,"B6","JFK","RSW",168,1074,8
"50169",2014,3,9,-3,-10,"B6","JFK","BTV",51,266,22
"50170",2014,3,9,-3,19,"B6","JFK","SEA",355,2422,17
"50171",2014,3,9,-9,-10,"B6","LGA","FLL",169,1076,9
"50172",2014,3,9,-1,-8,"B6","JFK","HOU",219,1428,8
"50173",2014,3,9,-1,-10,"B6","JFK","MCO",138,944,15
"50174",2014,3,9,29,22,"B6","JFK","ROC",56,264,14
"50175",2014,3,9,-7,-5,"B6","JFK","AUS",232,1521,10
"50176",2014,3,9,-6,-34,"B6","LGA","MCO",133,950,17
"50177",2014,3,9,46,54,"B6","JFK","FLL",159,1069,15
"50178",2014,3,9,28,25,"B6","EWR","FLL",155,1065,18
"50179",2014,3,9,-5,-3,"B6","JFK","PWM",53,273,13
"50180",2014,3,9,16,6,"B6","JFK","SYR",45,209,12
"50181",2014,3,9,-8,-63,"B6","JFK","LAX",298,2475,11
"50182",2014,3,9,27,30,"B6","JFK","TPA",145,1005,15
"50183",2014,3,9,11,2,"B6","EWR","MCO",133,937,16
"50184",2014,3,9,-6,-9,"B6","JFK","PBI",146,1028,6
"50185",2014,3,9,-4,-21,"B6","JFK","BUR",310,2465,17
"50186",2014,3,9,-5,-21,"B6","JFK","SRQ",151,1041,14
"50187",2014,3,9,-1,-1,"B6","LGA","FLL",153,1076,5
"50188",2014,3,9,-7,2,"B6","JFK","MCO",143,944,12
"50189",2014,3,9,-2,-26,"B6","JFK","SJU",189,1598,8
"50190",2014,3,9,-7,-55,"B6","JFK","LAS",275,2248,9
"50191",2014,3,9,-2,-23,"B6","JFK","SFO",332,2586,17
"50192",2014,3,9,-2,-15,"B6","JFK","BOS",40,187,20
"50193",2014,3,9,23,-23,"B6","JFK","LAX",299,2475,16
"50194",2014,3,9,30,22,"B6","LGA","SRQ",152,1047,14
"50195",2014,3,9,-3,-14,"B6","LGA","PBI",149,1035,7
"50196",2014,3,9,71,84,"B6","JFK","JAX",129,828,15
"50197",2014,3,9,-4,-10,"B6","JFK","MCO",144,944,9
"50198",2014,3,9,-2,-1,"B6","JFK","ROC",54,264,22
"50199",2014,3,9,6,-3,"B6","LGA","MCO",129,950,21
"50200",2014,3,9,0,-2,"B6","EWR","FLL",159,1065,13
"50201",2014,3,9,26,10,"B6","JFK","BOS",36,187,11
"50202",2014,3,9,-3,-35,"B6","JFK","LAX",301,2475,20
"50203",2014,3,9,-4,3,"B6","JFK","TPA",157,1005,6
"50204",2014,3,9,-6,-28,"B6","EWR","MCO",130,937,18
"50205",2014,3,9,27,22,"B6","EWR","PBI",135,1023,18
"50206",2014,3,9,-7,1,"B6","JFK","PBI",152,1028,13
"50207",2014,3,9,-2,-6,"B6","LGA","PBI",154,1035,14
"50208",2014,3,9,-10,-21,"B6","EWR","TPA",142,997,14
"50209",2014,3,9,5,3,"B6","JFK","MSY",181,1182,14
"50210",2014,3,9,-7,-12,"B6","JFK","HOU",215,1428,14
"50211",2014,3,9,4,-3,"B6","JFK","MCO",143,944,6
"50212",2014,3,9,-2,-1,"B6","JFK","ROC",59,264,8
"50213",2014,3,9,36,39,"B6","JFK","FLL",152,1069,7
"50214",2014,3,9,14,6,"B6","EWR","FLL",154,1065,6
"50215",2014,3,9,16,-19,"B6","JFK","LAS",282,2248,21
"50216",2014,3,9,12,6,"B6","EWR","PBI",142,1023,11
"50217",2014,3,9,27,24,"B6","JFK","PBI",149,1028,8
"50218",2014,3,9,-2,-37,"B6","JFK","SJC",335,2569,18
"50219",2014,3,9,-4,-6,"B6","JFK","MSY",184,1182,6
"50220",2014,3,9,9,6,"B6","JFK","JAX",125,828,9
"50221",2014,3,9,32,26,"B6","JFK","BUF",61,301,22
"50222",2014,3,9,1,-14,"B6","JFK","SJU",189,1598,15
"50223",2014,3,9,-7,-12,"B6","EWR","FLL",146,1065,21
"50224",2014,3,9,-3,-40,"B6","JFK","LAS",283,2248,18
"50225",2014,3,9,-5,-15,"B6","JFK","BOS",34,187,22
"50226",2014,3,9,-11,-24,"AA","LGA","DFW",200,1389,14
"50227",2014,3,9,-1,-32,"DL","JFK","SJU",188,1598,14
"50228",2014,3,9,-2,-42,"DL","LGA","DTW",80,502,9
"50229",2014,3,9,-6,-26,"DL","LGA","ATL",112,762,16
"50230",2014,3,9,29,9,"DL","JFK","MCO",131,944,19
"50231",2014,3,9,-7,-11,"DL","JFK","SFO",350,2586,17
"50232",2014,3,9,46,-14,"DL","JFK","LAX",295,2475,16
"50233",2014,3,9,-1,27,"DL","JFK","SEA",366,2422,15
"50234",2014,3,9,17,23,"DL","JFK","ATL",115,760,6
"50235",2014,3,9,4,-30,"DL","JFK","LAX",309,2475,9
"50236",2014,3,9,-3,-41,"DL","JFK","LAX",303,2475,11
"50237",2014,3,9,-2,-4,"DL","JFK","MSP",162,1029,11
"50238",2014,3,9,-2,-32,"DL","JFK","LAX",307,2475,20
"50239",2014,3,9,1,-42,"DL","JFK","SFO",320,2586,7
"50240",2014,3,9,-3,-21,"DL","JFK","SFO",343,2586,12
"50241",2014,3,9,-6,-37,"DL","JFK","SFO",338,2586,15
"50242",2014,3,9,0,-43,"DL","JFK","SFO",346,2586,19
"50243",2014,3,9,-4,-31,"DL","JFK","LAS",279,2248,10
"50244",2014,3,9,37,-35,"DL","JFK","PHX",254,2153,20
"50245",2014,3,9,-4,-16,"DL","JFK","ATL",114,760,13
"50246",2014,3,9,-2,-12,"DL","JFK","SEA",342,2422,7
"50247",2014,3,9,-6,-19,"DL","JFK","BOS",40,187,14
"50248",2014,3,9,0,-3,"DL","JFK","SEA",353,2422,18
"50249",2014,3,9,-4,-3,"DL","JFK","MCO",142,944,10
"50250",2014,3,9,57,0,"DL","JFK","LAX",299,2475,19
"50251",2014,3,9,-6,3,"DL","JFK","SLC",282,1990,12
"50252",2014,3,9,1,-39,"DL","JFK","STT",189,1623,8
"50253",2014,3,9,-3,10,"DL","JFK","PDX",345,2454,16
"50254",2014,3,9,-7,-23,"DL","JFK","SLC",271,1990,10
"50255",2014,3,9,-4,-21,"DL","JFK","LAS",278,2248,15
"50256",2014,3,9,-3,-33,"DL","JFK","SFO",338,2586,9
"50257",2014,3,9,-1,-17,"DL","JFK","LAX",326,2475,6
"50258",2014,3,9,-1,-26,"DL","JFK","LAX",315,2475,16
"50259",2014,3,9,8,46,"DL","JFK","ATL",106,760,8
"50260",2014,3,9,3,-13,"DL","JFK","SLC",267,1990,7
"50261",2014,3,9,-3,-24,"DL","JFK","DTW",84,509,8
"50262",2014,3,9,-10,-38,"DL","JFK","SJU",181,1598,23
"50263",2014,3,9,3,-11,"DL","JFK","FLL",160,1069,11
"50264",2014,3,9,-4,-6,"DL","JFK","MIA",162,1089,10
"50265",2014,3,9,-8,-48,"DL","JFK","SLC",262,1990,19
"50266",2014,3,9,-5,-11,"DL","EWR","ATL",117,746,6
"50267",2014,3,9,-3,-14,"DL","EWR","ATL",111,746,14
"50268",2014,3,9,-3,-15,"DL","JFK","ATL",112,760,17
"50269",2014,3,9,-3,-25,"DL","LGA","MIA",156,1096,6
"50270",2014,3,9,-3,-13,"DL","LGA","MSP",161,1020,18
"50271",2014,3,9,-5,-21,"DL","EWR","DTW",83,488,18
"50272",2014,3,9,-6,-22,"DL","EWR","ATL",106,746,16
"50273",2014,3,9,-9,-13,"DL","LGA","ATL",119,762,7
"50274",2014,3,9,-2,-36,"DL","JFK","SJU",181,1598,19
"50275",2014,3,9,18,12,"DL","JFK","FLL",154,1069,16
"50276",2014,3,9,-4,-14,"DL","EWR","ATL",102,746,19
"50277",2014,3,9,173,143,"DL","LGA","MIA",150,1096,14
"50278",2014,3,9,-7,-11,"DL","LGA","RSW",167,1080,7
"50279",2014,3,9,-4,-24,"DL","LGA","MSP",149,1020,8
"50280",2014,3,9,0,-16,"DL","LGA","DTW",82,502,20
"50281",2014,3,9,10,-9,"DL","LGA","MIA",148,1096,19
"50282",2014,3,9,-2,-24,"DL","EWR","DTW",81,488,8
"50283",2014,3,9,-2,-10,"DL","JFK","MCO",142,944,7
"50284",2014,3,9,-2,-24,"DL","JFK","ATL",111,760,15
"50285",2014,3,9,-1,-22,"DL","LGA","MCO",135,950,16
"50286",2014,3,9,2,10,"DL","JFK","MIA",164,1089,8
"50287",2014,3,9,13,-65,"DL","JFK","SAN",286,2446,19
"50288",2014,3,9,-8,-26,"DL","LGA","MSP",154,1020,11
"50289",2014,3,9,-3,-25,"DL","JFK","LAS",297,2248,17
"50290",2014,3,9,-1,-7,"DL","LGA","DTW",91,502,16
"50291",2014,3,9,-4,34,"DL","LGA","ATL",115,762,13
"50292",2014,3,9,2,-9,"DL","JFK","SJU",187,1598,9
"50293",2014,3,9,-2,-24,"DL","JFK","LAS",288,2248,8
"50294",2014,3,9,-4,-31,"DL","JFK","SJU",187,1598,6
"50295",2014,3,9,2,-16,"DL","JFK","SAN",318,2446,8
"50296",2014,3,9,-8,-22,"DL","JFK","SAT",226,1587,18
"50297",2014,3,9,6,-17,"DL","JFK","LAS",291,2248,19
"50298",2014,3,9,41,10,"DL","JFK","DEN",218,1626,21
"50299",2014,3,9,-6,-22,"DL","LGA","MCO",140,950,6
"50300",2014,3,9,1,-18,"DL","LGA","MSP",147,1020,10
"50301",2014,3,9,58,47,"DL","JFK","MIA",151,1089,17
"50302",2014,3,9,21,4,"DL","LGA","DTW",83,502,19
"50303",2014,3,9,-2,-4,"DL","JFK","FLL",169,1069,8
"50304",2014,3,9,-6,-20,"DL","EWR","ATL",106,746,10
"50305",2014,3,9,-5,-43,"DL","LGA","DEN",221,1620,8
"50306",2014,3,9,-10,-28,"DL","LGA","PBI",147,1035,15
"50307",2014,3,9,-3,-10,"DL","LGA","FLL",156,1076,11
"50308",2014,3,9,6,-12,"DL","JFK","SLC",275,1990,16
"50309",2014,3,9,-4,-21,"DL","LGA","PBI",145,1035,19
"50310",2014,3,9,7,-16,"DL","JFK","AUS",223,1521,18
"50311",2014,3,9,-7,-24,"DL","LGA","DTW",80,502,10
"50312",2014,3,9,-6,-13,"DL","LGA","PWM",41,269,21
"50313",2014,3,9,-8,-4,"DL","JFK","TPA",152,1005,8
"50314",2014,3,9,29,-13,"DL","JFK","PHX",269,2153,8
"50315",2014,3,9,-5,-7,"DL","JFK","TPA",146,1005,18
"50316",2014,3,9,-7,-18,"DL","LGA","PBI",150,1035,7
"50317",2014,3,9,-3,-10,"DL","LGA","MSY",177,1183,8
"50318",2014,3,9,9,-6,"DL","JFK","MCO",141,944,16
"50319",2014,3,9,2,-2,"DL","JFK","BOS",40,187,20
"50320",2014,3,9,-1,-17,"DL","LGA","TPA",147,1010,17
"50321",2014,3,9,13,-11,"DL","LGA","FLL",147,1076,17
"50322",2014,3,9,-8,-22,"DL","LGA","TPA",149,1010,7
"50323",2014,3,9,77,59,"DL","LGA","DTW",80,502,13
"50324",2014,3,9,36,8,"DL","LGA","ATL",105,762,20
"50325",2014,3,9,-7,-26,"DL","LGA","PBI",145,1035,10
"50326",2014,3,9,0,-13,"DL","LGA","DTW",82,502,14
"50327",2014,3,9,-5,-22,"DL","LGA","ATL",108,762,20
"50328",2014,3,9,6,15,"DL","EWR","ATL",113,746,11
"50329",2014,3,9,-4,-15,"DL","EWR","ATL",111,746,12
"50330",2014,3,9,-8,-22,"DL","LGA","RSW",158,1080,12
"50331",2014,3,9,-2,-15,"DL","EWR","ATL",109,746,17
"50332",2014,3,9,-5,-23,"DL","LGA","TPA",145,1010,19
"50333",2014,3,9,-4,-16,"DL","LGA","MCO",134,950,19
"50334",2014,3,9,-1,-5,"DL","EWR","ATL",113,746,8
"50335",2014,3,9,1,-29,"DL","LGA","RSW",149,1080,17
"50336",2014,3,9,-2,-25,"DL","EWR","SLC",258,1969,17
"50337",2014,3,9,-1,-7,"DL","LGA","RSW",159,1080,11
"50338",2014,3,9,-5,-17,"DL","LGA","ATL",119,762,6
"50339",2014,3,9,-7,-16,"DL","LGA","MCO",137,950,18
"50340",2014,3,9,-9,-5,"DL","LGA","MSP",162,1020,15
"50341",2014,3,9,-4,-24,"DL","LGA","FLL",156,1076,9
"50342",2014,3,9,-6,-23,"DL","LGA","ATL",113,762,10
"50343",2014,3,9,-5,-22,"DL","LGA","MIA",158,1096,14
"50344",2014,3,9,-5,-21,"DL","LGA","ATL",109,762,14
"50345",2014,3,9,4,-15,"DL","LGA","ATL",113,762,17
"50346",2014,3,9,-1,-13,"DL","LGA","ATL",114,762,17
"50347",2014,3,9,-7,-15,"DL","LGA","MCO",136,950,14
"50348",2014,3,9,-4,-9,"DL","LGA","MSY",182,1183,15
"50349",2014,3,9,-9,-29,"DL","LGA","MSY",170,1183,18
"50350",2014,3,9,-3,-23,"DL","LGA","ATL",114,762,8
"50351",2014,3,9,-2,-4,"DL","LGA","FLL",168,1076,14
"50352",2014,3,9,-2,-31,"DL","LGA","MCO",136,950,11
"50353",2014,3,9,1,-7,"DL","LGA","MSP",153,1020,14
"50354",2014,3,9,2,-11,"DL","LGA","ATL",114,762,10
"50355",2014,3,9,-3,-18,"DL","LGA","FLL",147,1076,19
"50356",2014,3,9,-7,-17,"DL","LGA","TPA",152,1010,11
"50357",2014,3,9,-6,-25,"DL","LGA","FLL",160,1076,6
"50358",2014,3,9,-5,-28,"DL","LGA","MCO",142,950,8
"50359",2014,3,9,2,-6,"DL","LGA","PBI",153,1035,13
"50360",2014,3,9,28,11,"DL","LGA","SRQ",149,1047,11
"50361",2014,3,9,-6,-16,"DL","LGA","TPA",146,1010,15
"50362",2014,3,9,-1,-16,"DL","EWR","ATL",106,746,15
"50363",2014,3,9,-3,-14,"DL","LGA","ATL",117,762,11
"50364",2014,3,9,-5,-8,"DL","LGA","MIA",152,1096,15
"50365",2014,3,9,-9,-15,"AA","EWR","MIA",157,1085,11
"50366",2014,3,9,-2,-35,"VX","JFK","SFO",335,2586,7
"50367",2014,3,9,2,-47,"VX","EWR","LAX",302,2454,13
"50368",2014,3,9,-1,-42,"VX","EWR","LAX",307,2454,17
"50369",2014,3,9,-3,-42,"VX","EWR","SFO",333,2565,10
"50370",2014,3,9,6,-30,"VX","EWR","SFO",346,2565,17
"50371",2014,3,9,-2,-39,"VX","JFK","SFO",332,2586,10
"50372",2014,3,9,-8,-38,"VX","JFK","LAS",291,2248,9
"50373",2014,3,9,-4,-26,"VX","JFK","SFO",341,2586,16
"50374",2014,3,9,-5,-49,"VX","JFK","SFO",339,2586,18
"50375",2014,3,9,-3,-38,"VX","JFK","LAX",309,2475,8
"50376",2014,3,9,-7,-53,"VX","JFK","LAX",305,2475,12
"50377",2014,3,9,5,-37,"VX","JFK","LAX",297,2475,17
"50378",2014,3,9,1,-44,"VX","JFK","LAX",315,2475,20
"50379",2014,3,9,-4,-14,"WN","EWR","AUS",229,1504,9
"50380",2014,3,9,-7,-22,"WN","EWR","BNA",113,748,13
"50381",2014,3,9,-7,-20,"WN","EWR","BNA",120,748,7
"50382",2014,3,9,-3,-32,"WN","EWR","DEN",217,1605,15
"50383",2014,3,9,97,78,"WN","EWR","DEN",218,1605,13
"50384",2014,3,9,23,13,"WN","EWR","HOU",207,1411,17
"50385",2014,3,9,-2,-11,"WN","EWR","HOU",213,1411,12
"50386",2014,3,9,-6,-13,"WN","EWR","MDW",113,711,20
"50387",2014,3,9,23,24,"WN","EWR","MDW",112,711,18
"50388",2014,3,9,0,-8,"WN","EWR","MDW",109,711,15
"50389",2014,3,9,34,29,"WN","EWR","MDW",109,711,8
"50390",2014,3,9,-2,2,"WN","EWR","MDW",109,711,12
"50391",2014,3,9,45,33,"WN","EWR","MSY",169,1167,19
"50392",2014,3,9,4,-39,"WN","EWR","PHX",260,2133,13
"50393",2014,3,9,5,-10,"WN","EWR","STL",124,872,17
"50394",2014,3,9,-1,-6,"WN","EWR","STL",129,872,6
"50395",2014,3,9,-4,-11,"WN","LGA","ATL",119,762,8
"50396",2014,3,9,-12,-21,"WN","LGA","BNA",115,764,16
"50397",2014,3,9,-6,-16,"WN","LGA","BNA",116,764,11
"50398",2014,3,9,-4,-35,"WN","LGA","DEN",217,1620,11
"50399",2014,3,9,36,14,"WN","LGA","DEN",224,1620,17
"50400",2014,3,9,11,3,"WN","LGA","HOU",212,1428,16
"50401",2014,3,9,-3,-3,"WN","LGA","HOU",223,1428,7
"50402",2014,3,9,-1,-9,"WN","LGA","MDW",113,725,13
"50403",2014,3,9,0,-10,"WN","LGA","MDW",112,725,20
"50404",2014,3,9,5,-11,"WN","LGA","MDW",114,725,16
"50405",2014,3,9,-1,-15,"WN","LGA","MDW",114,725,10
"50406",2014,3,9,2,-12,"WN","LGA","MKE",112,738,19
"50407",2014,3,9,-5,-13,"WN","LGA","MKE",111,738,12
"50408",2014,3,9,-4,-22,"WN","LGA","MKE",108,738,8
"50409",2014,3,9,3,-27,"WN","LGA","STL",129,888,18
"50410",2014,3,9,-4,-33,"WN","LGA","STL",128,888,12
"50411",2014,3,9,-2,-14,"MQ","LGA","BNA",114,764,8
"50412",2014,3,9,15,11,"MQ","LGA","BNA",110,764,12
"50413",2014,3,9,-8,-14,"MQ","LGA","RDU",70,431,10
"50414",2014,3,9,-2,-20,"MQ","LGA","ATL",103,762,19
"50415",2014,3,9,-9,-23,"MQ","LGA","CLT",95,544,8
"50416",2014,3,9,-4,-6,"MQ","LGA","CMH",77,479,19
"50417",2014,3,9,-6,-23,"MQ","LGA","DTW",80,502,9
"50418",2014,3,9,28,13,"MQ","LGA","CLE",69,419,15
"50419",2014,3,9,-4,-1,"MQ","LGA","RDU",69,431,17
"50420",2014,3,9,-5,-15,"MQ","LGA","DTW",80,502,20
"50421",2014,3,9,0,2,"MQ","JFK","CMH",79,483,19
"50422",2014,3,9,-7,-30,"MQ","LGA","XNA",154,1147,15
"50423",2014,3,9,-4,-19,"MQ","LGA","ATL",113,762,9
"50424",2014,3,9,-8,-2,"MQ","LGA","RDU",70,431,20
"50425",2014,3,9,-6,8,"MQ","LGA","DTW",81,502,13
"50426",2014,3,9,-7,-14,"MQ","LGA","MSP",158,1020,18
"50427",2014,3,9,-5,-18,"MQ","LGA","DTW",80,502,10
"50428",2014,3,9,-7,-6,"MQ","LGA","BNA",115,764,20
"50429",2014,3,9,-7,-4,"MQ","LGA","ATL",115,762,11
"50430",2014,3,9,-1,0,"MQ","LGA","CLE",72,419,18
"50431",2014,3,9,0,0,"MQ","LGA","BNA",112,764,9
"50432",2014,3,9,-10,-14,"MQ","LGA","BNA",118,764,15
"50433",2014,3,9,-6,-3,"MQ","EWR","ORD",118,719,16
"50434",2014,3,9,-3,-12,"MQ","LGA","ATL",110,762,13
"50435",2014,3,9,-6,-16,"MQ","LGA","MSP",151,1020,11
"50436",2014,3,9,-2,-15,"MQ","JFK","DCA",42,213,21
"50437",2014,3,9,-3,5,"MQ","JFK","DCA",46,213,16
"50438",2014,3,9,-6,23,"MQ","JFK","DCA",46,213,8
"50439",2014,3,9,1,-19,"MQ","JFK","RDU",69,427,19
"50440",2014,3,9,-5,-19,"MQ","LGA","CLT",82,544,21
"50441",2014,3,9,-9,-14,"MQ","JFK","DCA",48,213,11
"50442",2014,3,9,-8,-22,"MQ","LGA","CMH",76,479,17
"50443",2014,3,9,-9,-2,"MQ","LGA","DTW",92,502,16
"50444",2014,3,9,-8,-8,"MQ","LGA","RDU",73,431,6
"50445",2014,3,9,17,-34,"UA","EWR","SFO",322,2565,11
"50446",2014,3,9,0,-21,"UA","EWR","SFO",336,2565,19
"50447",2014,3,9,7,-31,"UA","LGA","IAH",194,1416,18
"50448",2014,3,9,354,332,"UA","EWR","HNL",624,4963,15
"50449",2014,3,9,2,2,"UA","EWR","BOS",42,200,17
"50450",2014,3,9,-3,-18,"UA","EWR","MIA",154,1085,13
"50451",2014,3,9,30,23,"UA","EWR","PDX",350,2434,16
"50452",2014,3,9,-2,-11,"UA","EWR","MCO",133,937,9
"50453",2014,3,9,14,14,"UA","EWR","FLL",161,1065,13
"50454",2014,3,9,-6,-17,"UA","EWR","IAH",209,1400,11
"50455",2014,3,9,14,19,"UA","EWR","PBI",160,1023,14
"50456",2014,3,9,41,33,"UA","EWR","FLL",157,1065,17
"50457",2014,3,9,5,-41,"UA","EWR","LAX",299,2454,17
"50458",2014,3,9,11,4,"UA","EWR","CLE",65,404,15
"50459",2014,3,9,22,4,"UA","EWR","SAT",209,1569,19
"50460",2014,3,9,-5,-26,"UA","LGA","IAH",208,1416,9
"50461",2014,3,9,-6,-2,"UA","EWR","SEA",340,2402,8
"50462",2014,3,9,9,-15,"UA","JFK","LAX",327,2475,11
"50463",2014,3,9,2,-18,"UA","EWR","ORD",117,719,16
"50464",2014,3,9,1,-39,"UA","EWR","LAS",281,2227,7
"50465",2014,3,9,0,-18,"UA","JFK","SFO",354,2586,18
"50466",2014,3,9,-5,-30,"UA","EWR","BZN",267,1882,8
"50467",2014,3,9,2,-1,"UA","EWR","BOS",43,200,14
"50468",2014,3,9,-10,-50,"UA","JFK","SFO",342,2586,5
"50469",2014,3,9,2,-24,"UA","LGA","DEN",223,1620,15
"50470",2014,3,9,3,-12,"UA","EWR","MIA",153,1085,16
"50471",2014,3,9,-5,-19,"UA","LGA","IAH",202,1416,17
"50472",2014,3,9,-4,-21,"UA","LGA","ORD",112,733,6
"50473",2014,3,9,0,4,"UA","EWR","MIA",162,1085,8
"50474",2014,3,9,0,-2,"UA","LGA","IAH",210,1416,14
"50475",2014,3,9,-5,9,"UA","EWR","IAH",215,1400,8
"50476",2014,3,9,82,36,"UA","EWR","SFO",317,2565,21
"50477",2014,3,9,-2,-10,"UA","JFK","SFO",342,2586,7
"50478",2014,3,9,-3,-52,"UA","EWR","SAN",298,2425,17
"50479",2014,3,9,-3,-24,"UA","EWR","MCO",133,937,20
"50480",2014,3,9,0,-50,"UA","JFK","LAX",299,2475,8
"50481",2014,3,9,59,58,"UA","EWR","FLL",176,1065,9
"50482",2014,3,9,29,13,"UA","EWR","MCO",135,937,8
"50483",2014,3,9,-1,-10,"UA","LGA","IAH",211,1416,12
"50484",2014,3,9,-6,-9,"UA","EWR","MCO",134,937,16
"50485",2014,3,9,2,-47,"UA","EWR","DEN",210,1605,18
"50486",2014,3,9,-2,-16,"UA","EWR","RSW",148,1068,20
"50487",2014,3,9,1,-19,"UA","LGA","DEN",221,1620,17
